mmsi,gap_start,gap_end,gap_duration_seconds,gap_class,overlaps_origin_window,last_known_lat,last_known_lon,last_known_sog,last_known_cog,last_known_heading,first_reappearance_lat,first_reappearance_lon,first_reappearance_sog,first_reappearance_cog,first_reappearance_heading,observed_gap_displacement_m,expected_displacement_m,displacement_difference_m,displacement_quality,segment_before_gap,segment_after_gap,evidence_note
367611250,2022-02-11 18:17:16+00:00,2022-02-11 18:51:07+00:00,2031.0,SHORT_GAP,False,28.96971,-90.00072,0.1,63.3,,28.96968,-90.00073,0.1,,,3.4748028567601406,104.4835764,-101.00877354323987,FULL,8,9,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-11 23:13:17+00:00,2022-02-11 23:45:25+00:00,1928.0,SHORT_GAP,False,28.96949,-90.00104,3.7,248.6,,28.96959,-90.0015,7.3,,,46.11048955262265,3669.8377184,-3623.7272288473773,FULL,9,10,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-12 11:56:16+00:00,2022-02-12 13:17:47+00:00,4891.0,SIGNIFICANT_GAP,False,28.96873,-90.00377,8.6,226.1,,28.96885,-90.00074,4.6,,,295.0682101043711,21638.8521944,-21343.783984295627,FULL,10,11,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-12 18:48:07+00:00,2022-02-13 02:26:46+00:00,27519.0,LONG_GAP,False,28.96861,-89.99942,5.9,209.7,,28.96805,-89.97551,0.3,,,2326.871225992069,83526.20817240002,-81199.33694640794,FULL,11,12,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-13 03:31:57+00:00,2022-02-13 09:05:56+00:00,20039.0,SIGNIFICANT_GAP,False,28.96878,-89.97291,4.1,225.8,,28.97999,-90.02531,2.2,,,5247.529200047865,42266.667595599996,-37019.13839555213,FULL,12,13,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-13 11:50:46+00:00,2022-02-13 13:32:06+00:00,6080.0,SIGNIFICANT_GAP,False,28.96941,-90.02573,3.8,199.2,,28.96881,-90.03564,1.2,,,966.3735974876396,11885.714176,-10919.34057851236,FULL,13,14,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-13 15:15:55+00:00,2022-02-14 11:19:56+00:00,72241.0,LONG_GAP,False,29.04293,-90.03788,3.1,5.3,,29.04317,-89.98068,9.5,,,5560.6328210999845,115208.2419124,-109647.60909130002,FULL,14,15,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-14 11:47:57+00:00,2022-02-14 12:31:17+00:00,2600.0,SHORT_GAP,False,28.97419,-90.01544,9.9,211.5,,28.9688,-90.00099,4.4,,,1528.134086369921,13241.78856,-11713.65447363008,FULL,15,16,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-14 18:27:37+00:00,2022-02-14 18:59:36+00:00,1919.0,SHORT_GAP,False,28.96965,-90.00189,7.8,223.4,,28.96867,-90.00197,9.2,,,109.24858604375754,7700.300680800001,-7591.052094756244,FULL,16,17,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-14 22:59:46+00:00,2022-02-15 12:41:46+00:00,49320.0,LONG_GAP,False,28.96945,-90.00057,0.3,112.6,,28.96822,-90.00241,8.5,,,225.27083650061252,7611.7134240000005,-7386.442587499388,FULL,17,18,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-15 21:35:07+00:00,2022-02-15 22:30:07+00:00,3300.0,SHORT_GAP,False,28.96891,-90.00256,7.8,219.7,,28.96862,-90.0221,9.9,,,1901.1764331279649,13241.78856,-11340.612126872036,FULL,18,19,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-15 22:58:37+00:00,2022-02-19 12:54:45+00:00,309368.0,LONG_GAP,False,29.04145,-89.99132,10.0,30.3,,29.04145,-89.97915,9.7,,,1183.097413641334,1591525.1139200001,-1590342.0165063587,FULL,19,20,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-19 13:23:56+00:00,2022-02-19 17:16:47+00:00,13971.0,SIGNIFICANT_GAP,False,28.96884,-90.02139,10.5,207.0,,28.97,-90.00291,3.6,,,1802.393249567216,75466.619802,-73664.22655243278,FULL,20,21,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-19 18:34:27+00:00,2022-02-19 18:51:07+00:00,1000.0,SHORT_GAP,False,28.96989,-90.00144,0.3,283.1,,28.96992,-90.00144,0.7,,,3.335847799210475,154.3332,-150.99735220078952,FULL,21,22,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-19 18:51:07+00:00,2022-02-19 19:11:17+00:00,1210.0,SHORT_GAP,False,28.96992,-90.00144,0.7,136.0,,28.96989,-90.00143,0.5,,,3.4748023041223948,435.73406800000004,-432.2592656958776,FULL,22,23,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-19 19:11:17+00:00,2022-02-19 19:39:47+00:00,1710.0,SHORT_GAP,False,28.96989,-90.00143,0.5,47.0,,28.97002,-90.00146,0.3,,,14.747006283050366,439.84962,-425.10261371694963,FULL,23,24,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-19 19:50:16+00:00,2022-02-19 20:37:07+00:00,2811.0,SHORT_GAP,False,28.97001,-90.00146,0.2,233.4,,28.9701,-90.00143,0.7,,,10.424405728130685,289.2204168,-278.7960110718693,FULL,24,25,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-19 21:02:05+00:00,2022-02-19 21:29:37+00:00,1652.0,SHORT_GAP,False,28.97011,-90.00144,0.5,144.2,,28.97017,-90.00142,0.2,,,6.949603371761864,424.930744,-417.98114062823817,FULL,25,26,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-19 22:10:57+00:00,2022-02-19 22:40:06+00:00,1749.0,SHORT_GAP,False,28.97011,-90.00144,0.1,292.8,,28.97018,-90.00139,0.3,,,9.178468307563914,89.9762556,-80.79778729243608,FULL,26,27,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-19 22:47:36+00:00,2022-02-19 23:06:57+00:00,1161.0,SHORT_GAP,False,28.97014,-90.00141,0.2,305.8,,28.97013,-90.00142,0.1,,,1.4774293469385802,119.45389680000001,-117.97646745306143,FULL,27,28,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-19 23:12:27+00:00,2022-02-19 23:31:06+00:00,1119.0,SHORT_GAP,False,28.9701,-90.00142,0.5,70.4,,28.97014,-90.00145,0.2,,,5.319793038347457,287.831418,-282.5116249616525,FULL,28,29,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-20 11:38:46+00:00,2022-02-20 12:34:07+00:00,3321.0,SHORT_GAP,False,28.96815,-90.0048,5.4,236.0,,28.96909,-90.00197,5.1,,,294.484050416306,9225.730029600001,-8931.245979183695,FULL,29,30,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-20 13:59:46+00:00,2022-02-20 15:11:07+00:00,4281.0,SIGNIFICANT_GAP,False,28.96967,-90.00076,0.2,55.1,,28.96963,-90.00076,0.2,,,4.44779706600901,440.4669528,-436.019155733991,FULL,30,31,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-20 23:51:27+00:00,2022-02-21 00:36:16+00:00,2689.0,SHORT_GAP,False,28.96851,-90.0067,7.7,223.0,,28.96929,-90.00351,6.2,,,322.223412140731,10651.7173532,-10329.493941059269,FULL,31,32,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-21 11:35:37+00:00,2022-02-21 12:15:37+00:00,2400.0,SHORT_GAP,False,28.96893,-90.00516,5.8,236.1,,28.96875,-90.00217,7.5,,,291.5627122552074,7161.06048,-6869.497767744792,FULL,32,33,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-22 00:08:57+00:00,2022-02-24 02:30:56+00:00,181319.0,LONG_GAP,False,28.96909,-89.99972,2.7,181.1,,28.97043,-89.94975,8.3,,,4863.45015799949,251851.87341720003,-246988.42325920053,FULL,33,34,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-24 02:30:56+00:00,2022-02-24 02:52:47+00:00,1311.0,SHORT_GAP,False,28.97043,-89.94975,8.3,256.8,,28.97112,-90.00101,1.6,,,4987.201862342645,5597.8194972,-610.6176348573554,FULL,34,35,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-24 05:59:47+00:00,2022-02-24 06:32:16+00:00,1949.0,SHORT_GAP,False,28.97067,-90.00062,0.3,113.3,,28.97068,-90.00062,0.1,,,1.1119492667985353,300.7954068,-299.6834575332015,FULL,35,36,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-24 08:17:56+00:00,2022-02-24 08:36:26+00:00,1110.0,SHORT_GAP,False,28.97067,-90.00059,0.1,339.8,,28.97067,-90.0006,0.7,,,0.9728085743244844,57.103284,-56.13047542567552,FULL,36,37,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-24 14:13:26+00:00,2022-02-24 18:02:57+00:00,13771.0,SIGNIFICANT_GAP,False,28.97056,-90.00107,3.5,258.3,,28.98128,-89.95765,9.9,,,4388.701600788939,24795.429133999998,-20406.72753321106,FULL,37,38,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-25 00:04:57+00:00,2022-02-25 00:44:37+00:00,2380.0,SHORT_GAP,False,28.96892,-90.00044,2.1,212.3,,28.97108,-90.00115,1.8,,,249.91514102956077,2571.191112,-2321.275970970439,FULL,38,39,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-25 06:26:06+00:00,2022-02-25 06:41:17+00:00,911.0,SHORT_GAP,False,28.9707,-90.00065,0.4,346.0,,28.97065,-90.00066,0.5,,,5.64421258561444,187.46339360000002,-181.81918101438558,FULL,39,40,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-25 08:19:57+00:00,2022-02-25 08:54:16+00:00,2059.0,SHORT_GAP,False,28.97065,-90.00067,0.7,356.1,,28.97065,-90.00069,0.5,,,1.94561752465266,741.4681372,-739.5225196753473,FULL,40,41,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-25 09:02:56+00:00,2022-02-25 09:21:27+00:00,1111.0,SHORT_GAP,False,28.97064,-90.00072,0.1,262.1,,28.97064,-90.00073,0.1,,,0.9728088563272095,57.1547284,-56.18191954367279,FULL,41,42,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-25 09:59:45+00:00,2022-02-25 11:17:37+00:00,4672.0,SIGNIFICANT_GAP,False,28.9706,-90.00074,0.1,323.7,,28.97064,-90.0007,0.2,,,5.909705382992716,240.3482368,-234.43853141700728,FULL,42,43,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-25 11:28:46+00:00,2022-02-25 13:03:05+00:00,5659.0,SIGNIFICANT_GAP,False,28.96854,-90.0041,8.1,232.9,,28.96939,-90.00009,0.4,,,401.3892180328366,23581.032627599998,-23179.64340956716,FULL,43,44,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-25 14:02:57+00:00,2022-02-25 14:21:37+00:00,1120.0,SHORT_GAP,False,28.96949,-90.0,0.3,306.1,,28.96948,-90.0,0.4,,,1.1119492664034913,172.853184,-171.7412347335965,FULL,44,45,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-25 15:04:55+00:00,2022-02-25 15:19:56+00:00,901.0,SHORT_GAP,False,28.96953,-90.00001,0.2,116.2,,28.9695,-90.00003,0.3,,,3.8617860009697362,92.7028088,-88.84102279903027,FULL,45,46,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-25 18:54:35+00:00,2022-02-25 20:12:57+00:00,4702.0,SIGNIFICANT_GAP,False,28.96838,-90.00288,7.2,228.4,,28.98397,-90.03926,3.3,,,3940.6674346294944,17416.1929536,-13475.525518970504,FULL,46,47,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-25 20:30:16+00:00,2022-02-25 21:38:47+00:00,4111.0,SIGNIFICANT_GAP,False,28.99278,-90.03898,4.0,209.6,,28.96831,-90.00307,8.8,,,4427.721460352619,8459.517136,-4031.7956756473814,FULL,47,48,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-26 11:51:06+00:00,2022-02-26 13:39:16+00:00,6490.0,SIGNIFICANT_GAP,False,28.96988,-90.00091,0.4,92.9,,28.96845,-90.00423,8.7,,,359.99724457914465,1335.496624,-975.4993794208555,FULL,48,49,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-27 00:17:36+00:00,2022-02-27 00:54:26+00:00,2210.0,SHORT_GAP,False,28.96837,-89.9992,4.4,209.5,,28.96877,-90.00398,5.7,,,467.13422963411165,5002.453456,-4535.319226365888,FULL,49,50,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-27 06:40:46+00:00,2022-02-27 07:11:16+00:00,1830.0,SHORT_GAP,False,28.97033,-90.00135,0.0,244.5,,28.97039,-90.00135,0.1,,,6.67169559842095,0.0,6.67169559842095,FULL,50,51,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-27 07:26:46+00:00,2022-02-27 13:30:26+00:00,21820.0,LONG_GAP,False,28.97026,-90.00086,0.4,91.7,,28.96928,-90.00097,4.8,,,109.49518755830513,4490.067232,-4380.572044441695,FULL,51,52,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-27 15:38:26+00:00,2022-02-27 16:42:16+00:00,3830.0,SIGNIFICANT_GAP,False,28.96852,-89.99997,2.3,169.8,,28.97354,-90.03894,9.2,,,3831.8966495697105,4531.737196,-699.8405464302896,FULL,52,53,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-27 17:01:17+00:00,2022-02-27 21:24:37+00:00,15800.0,SIGNIFICANT_GAP,False,28.96815,-90.0016,7.6,225.0,,28.96921,-90.00335,8.1,,,207.06478138135768,61774.43552,-61567.37073861864,FULL,53,54,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-27 21:27:16+00:00,2022-02-28 04:42:46+00:00,26130.0,LONG_GAP,False,28.97067,-90.00103,0.5,279.3,,28.96943,-90.00115,0.1,,,138.3750073513737,6721.21086,-6582.835852648626,FULL,54,55,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-28 05:21:27+00:00,2022-02-28 05:37:07+00:00,940.0,SHORT_GAP,False,28.96957,-90.00124,0.3,232.8,,28.96949,-90.00119,0.1,,,10.138591086916941,145.073208,-134.93461691308306,FULL,55,56,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-28 05:43:56+00:00,2022-02-28 05:59:06+00:00,910.0,SHORT_GAP,False,28.96956,-90.0012,0.6,40.3,,28.96953,-90.0012,0.5,,,3.3358477996055185,280.88642400000003,-277.5505762003945,FULL,56,57,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-28 11:33:27+00:00,2022-02-28 13:02:27+00:00,5340.0,SIGNIFICANT_GAP,False,28.96965,-90.00109,0.6,63.1,,28.96849,-90.00184,5.3,,,148.19189542977438,1648.278576,-1500.0866805702256,FULL,57,58,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-28 15:18:36+00:00,2022-02-28 16:18:17+00:00,3581.0,SHORT_GAP,False,28.96916,-90.00208,6.4,242.5,,28.97064,-90.03544,10.1,,,3249.483458597621,11790.2333696,-8540.74991100238,FULL,58,59,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-02-28 16:19:45+00:00,2022-03-01 01:19:57+00:00,32412.0,LONG_GAP,False,28.9733,-90.0389,10.0,309.9,,28.96829,-90.00527,8.6,,,3318.6432727056817,166741.58928000001,-163422.94600729435,FULL,59,60,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-03-01 11:43:56+00:00,2022-03-02 01:17:26+00:00,48810.0,LONG_GAP,False,28.96937,-90.00176,3.7,234.7,,28.96869,-90.00637,7.0,,,454.8013481471456,92907.043068,-92452.24171985286,FULL,60,61,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-03-02 08:38:07+00:00,2022-03-03 12:22:25+00:00,99858.0,LONG_GAP,False,28.96833,-90.00474,1.2,202.2,,29.04019,-89.96381,10.3,,,8926.995509857165,61645.6187424,-52718.623232542835,FULL,61,62,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-03-03 12:52:25+00:00,2022-03-03 14:02:37+00:00,4212.0,SIGNIFICANT_GAP,False,28.96969,-90.00369,10.6,228.0,,28.9701,-89.98891,9.5,,,1438.5444311983213,22968.4841568,-21529.93972560168,FULL,62,63,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-03-03 15:00:06+00:00,2022-03-03 23:05:57+00:00,29151.0,LONG_GAP,False,29.00128,-90.02477,10.5,270.8,,29.00054,-90.03632,8.8,,,1126.275240194569,157463.848962,-156337.5737218054,FULL,63,64,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367611250,2022-03-03 23:57:17+00:00,2022-03-05 00:35:05+00:00,88668.0,LONG_GAP,False,28.96952,-89.99486,10.9,239.4,,28.96818,-90.00043,9.6,,,561.9767337279151,497200.45445280004,-496638.47771907214,FULL,64,65,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367659780,2022-01-27 10:54:31+00:00,2022-02-06 08:36:30+00:00,855719.0,LONG_GAP,False,28.96968,-90.03425,17.9,112.7,,28.98412,-90.03435,17.6,,,1605.6842064183268,7879929.1437244,-7878323.459517981,FULL,0,1,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367659780,2022-02-06 08:51:59+00:00,2022-02-11 08:24:20+00:00,430341.0,LONG_GAP,False,28.96921,-89.95179,17.2,102.6,,28.96954,-89.97131,17.0,,,1899.3005944793226,3807845.1409488,-3805945.8403543206,FULL,1,2,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367659780,2022-02-11 08:30:57+00:00,2022-02-14 14:56:17+00:00,282320.0,LONG_GAP,False,28.98227,-90.00358,16.8,294.3,,28.98555,-90.03737,16.5,,,3306.8737526947984,2439995.545344,-2436688.6715913056,FULL,2,3,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367659780,2022-02-14 15:06:12+00:00,2022-02-15 14:10:28+00:00,83056.0,LONG_GAP,True,28.96961,-89.99496,12.0,119.1,,28.9909,-90.03831,16.3,,,4835.81927833388,512731.930368,-507896.11108966614,FULL,3,4,"AIS transmission gap overlaps spill origin time window. Treated as contextual evidence requiring further investigation, NOT proof of wrongdoing."
367659780,2022-02-15 14:22:23+00:00,2022-02-16 04:19:45+00:00,50242.0,LONG_GAP,True,28.96873,-89.98195,16.4,114.5,,28.97361,-90.03277,16.0,,,4973.479745401408,423885.80534719996,-418912.32560179854,FULL,4,5,"AIS transmission gap overlaps spill origin time window. Treated as contextual evidence requiring further investigation, NOT proof of wrongdoing."
367659780,2022-02-16 04:19:45+00:00,2022-02-16 10:27:47+00:00,22082.0,LONG_GAP,False,28.97361,-90.03277,16.0,286.5,,28.99438,-90.03565,15.7,,,2326.445929512314,181759.23852800002,-179432.7925984877,FULL,5,6,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367659780,2022-02-16 10:42:35+00:00,2022-02-22 06:49:50+00:00,504435.0,LONG_GAP,False,28.9691,-89.96623,16.5,111.1,,28.98297,-90.01631,17.1,,,5109.875585625299,4281808.725810001,-4276698.850224376,FULL,6,7,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367659780,2022-02-22 06:49:50+00:00,2022-02-22 17:42:07+00:00,39137.0,LONG_GAP,False,28.98297,-90.01631,17.1,287.1,,28.99168,-90.0258,13.8,,,1337.9172734233555,344287.8915588,-342949.97428537667,FULL,7,8,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367659780,2022-02-22 17:53:20+00:00,2022-03-25 08:41:27+00:00,2645287.0,LONG_GAP,False,28.97162,-89.98145,14.4,114.2,,28.9774,-90.0375,14.4,,,5490.138885285005,19596269.1661632,-19590779.027277913,FULL,8,9,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
367659780,2022-03-25 08:42:34+00:00,2022-03-26 04:15:45+00:00,70391.0,LONG_GAP,False,28.97389,-90.03429,14.8,142.6,,28.9696,-90.01792,15.6,,,1662.3832909230516,535940.9685392,-534278.5852482769,FULL,9,10,AIS transmission gap does not directly overlap origin time window. Included for completeness as part of candidate vessel trajectory.
